util_bps,util_pct,actual_liquidity,hard_wall_reserve,reserve_fullness_pct,raw_out,net_out_after_fee,dampened_out,liquidity_factor_bps,effective_price_pct
0,0.0000,10000000,10000000,100.00000000,0,0,0,0,0.00000000
49,0.4900,10000000,10000000,100.00000000,49000,46550,46539,9997,94.97755102
99,0.9900,10000000,10000000,100.00000000,99000,94050,94005,9995,94.95454545
148,1.4800,10000000,10000000,100.00000000,148000,140600,140500,9992,94.93243243
198,1.9800,10000000,10000000,100.00000000,198000,188100,187921,9990,94.90959596
247,2.4700,10000000,10000000,100.00000000,247000,234650,234371,9988,94.88704453
297,2.9700,10000000,10000000,100.00000000,297000,282150,281745,9985,94.86363636
346,3.4600,10000000,10000000,100.00000000,346000,328700,328148,9983,94.84046243
396,3.9600,10000000,10000000,100.00000000,396000,376200,375473,9980,94.81641414
445,4.4500,10000000,10000000,100.00000000,445000,422750,421826,9978,94.79235955
495,4.9500,10000000,10000000,100.00000000,495000,470250,469097,9975,94.76707071
544,5.4400,10000000,10000000,100.00000000,544000,516800,515396,9972,94.74191176
594,5.9400,10000000,10000000,100.00000000,594000,564300,562611,9970,94.71565657
643,6.4300,10000000,10000000,100.00000000,643000,610850,608852,9967,94.68926905
693,6.9300,10000000,10000000,100.00000000,693000,658350,656004,9964,94.66147186
742,7.4200,10000000,10000000,100.00000000,742000,704900,702181,9961,94.63355795
792,7.9200,10000000,10000000,100.00000000,792000,752400,749265,9958,94.60416667
841,8.4100,10000000,10000000,100.00000000,841000,798950,795371,9955,94.57443520
891,8.9100,10000000,10000000,100.00000000,891000,846450,842379,9951,94.54309764
940,9.4000,10000000,10000000,100.00000000,940000,893000,888408,9948,94.51148936
990,9.9000,10000000,10000000,100.00000000,990000,940500,935334,9945,94.47818182
1039,10.3900,10000000,10000000,100.00000000,1039000,987050,981276,9941,94.44427334
1089,10.8900,10000000,10000000,100.00000000,1089000,1034550,1028110,9937,94.40863177
1138,11.3800,10000000,10000000,100.00000000,1138000,1081100,1073958,9933,94.37240773
1188,11.8800,10000000,10000000,100.00000000,1188000,1128600,1120690,9929,94.33417508
1237,12.3700,10000000,10000000,100.00000000,1237000,1175150,1166433,9925,94.29531124
1287,12.8700,10000000,10000000,100.00000000,1287000,1222650,1213052,9921,94.25423465
1336,13.3600,10000000,10000000,100.00000000,1336000,1269200,1258680,9917,94.21257485
1386,13.8600,10000000,10000000,100.00000000,1386000,1316700,1305176,9912,94.16854257
1435,14.3500,10000000,10000000,100.00000000,1435000,1363250,1350676,9907,94.12376307
1485,14.8500,10000000,10000000,100.00000000,1485000,1410750,1397036,9902,94.07649832
1534,15.3400,10000000,10000000,100.00000000,1534000,1457300,1442396,9897,94.02842243
1584,15.8400,10000000,10000000,100.00000000,1584000,1504800,1488606,9892,93.97765152
1633,16.3300,10000000,10000000,100.00000000,1633000,1551350,1533814,9886,93.92614819
1683,16.8300,10000000,10000000,100.00000000,1683000,1598850,1579860,9881,93.87165775
1732,17.3200,10000000,10000000,100.00000000,1732000,1645400,1624900,9875,93.81639723
1782,17.8200,10000000,10000000,100.00000000,1782000,1692900,1670767,9869,93.75796857
1831,18.3100,10000000,10000000,100.00000000,1831000,1739450,1715624,9863,93.69874386
1881,18.8100,10000000,10000000,100.00000000,1881000,1786950,1761297,9856,93.63620415
1930,19.3000,10000000,10000000,100.00000000,1930000,1833500,1805955,9849,93.57279793
1980,19.8000,10000000,10000000,100.00000000,1980000,1881000,1851416,9842,93.50585859
2029,20.2900,10000000,10000000,100.00000000,2029000,1927550,1895858,9835,93.43804830
2079,20.7900,10000000,10000000,100.00000000,2079000,1975050,1941090,9828,93.36652237
2128,21.2800,10000000,10000000,100.00000000,2128000,2021600,1985298,9820,93.29407895
2178,21.7800,10000000,10000000,100.00000000,2178000,2069100,2030282,9812,93.21772268
2227,22.2700,10000000,10000000,100.00000000,2227000,2115650,2074237,9804,93.14041311
2277,22.7700,10000000,10000000,100.00000000,2277000,2163150,2118953,9795,93.05898112
2326,23.2600,10000000,10000000,100.00000000,2326000,2209700,2162636,9787,92.97661221
2376,23.7600,10000000,10000000,100.00000000,2376000,2257200,2207064,9777,92.88989899
2425,24.2500,10000000,10000000,100.00000000,2425000,2303750,2250454,9768,92.80222680
2475,24.7500,10000000,10000000,100.00000000,2475000,2351250,2294573,9758,92.71002020
2524,25.2400,10000000,10000000,100.00000000,2524000,2397800,2337649,9749,92.61683835
2574,25.7400,10000000,10000000,100.00000000,2574000,2445300,2381435,9738,92.51884227
2623,26.2300,10000000,10000000,100.00000000,2623000,2491850,2424175,9728,92.41993900
2673,26.7300,10000000,10000000,100.00000000,2673000,2539350,2467606,9717,92.31597456
2722,27.2200,10000000,10000000,100.00000000,2722000,2585900,2509986,9706,92.21109478
2772,27.7200,10000000,10000000,100.00000000,2772000,2633400,2553039,9694,92.10097403
2821,28.2100,10000000,10000000,100.00000000,2821000,2679950,2595035,9683,91.98989720
2871,28.7100,10000000,10000000,100.00000000,2871000,2727450,2637683,9670,91.87331940
2920,29.2000,10000000,10000000,100.00000000,2920000,2774000,2679271,9658,91.75585616
2970,29.7000,10000000,10000000,100.00000000,2970000,2821500,2721489,9645,91.63262626
3019,30.1900,10000000,10000000,100.00000000,3019000,2868050,2762642,9632,91.50851275
3069,30.6900,10000000,10000000,100.00000000,3069000,2915550,2804403,9618,91.37839687
3118,31.1800,10000000,10000000,100.00000000,3118000,2962100,2845095,9604,91.24743425
3168,31.6800,10000000,10000000,100.00000000,3168000,3009600,2886371,9590,91.11019571
3217,32.1700,10000000,10000000,100.00000000,3217000,3056150,2926574,9576,90.97214796
3267,32.6700,10000000,10000000,100.00000000,3267000,3103650,2967338,9560,90.82760943
3316,33.1600,10000000,10000000,100.00000000,3316000,3150200,3007024,9545,90.68226779
3366,33.6600,10000000,10000000,100.00000000,3366000,3197700,3047244,9529,90.53012478
3415,34.1500,10000000,10000000,100.00000000,3415000,3244250,3086384,9513,90.37727672
3465,34.6500,10000000,10000000,100.00000000,3465000,3291750,3126031,9496,90.21734488
