util_bps,util_pct,actual_liquidity,hard_wall_reserve,reserve_fullness_pct,raw_out,net_out_after_fee,dampened_out,liquidity_factor_bps,effective_price_pct
0,0.0000,10000000,10000000,100.00000000,0,0,0,0,0.00000000
49,0.4900,10000000,10000000,100.00000000,49000,46550,46505,9990,94.90816327
99,0.9900,10000000,10000000,100.00000000,99000,94050,93866,9980,94.81414141
148,1.4800,10000000,10000000,100.00000000,148000,140600,140182,9970,94.71756757
198,1.9800,10000000,10000000,100.00000000,198000,188100,187339,9959,94.61565657
247,2.4700,10000000,10000000,100.00000000,247000,234650,233445,9948,94.51214575
297,2.9700,10000000,10000000,100.00000000,297000,282150,280378,9937,94.40336700
346,3.4600,10000000,10000000,100.00000000,346000,328700,326255,9925,94.29335260
396,3.9600,10000000,10000000,100.00000000,396000,376200,372943,9913,94.17752525
445,4.4500,10000000,10000000,100.00000000,445000,422750,418571,9901,94.06089888
495,4.9500,10000000,10000000,100.00000000,495000,470250,464995,9888,93.93838384
544,5.4400,10000000,10000000,100.00000000,544000,516800,510354,9875,93.81507353
594,5.9400,10000000,10000000,100.00000000,594000,564300,556493,9861,93.68569024
643,6.4300,10000000,10000000,100.00000000,643000,610850,601563,9847,93.55567652
693,6.9300,10000000,10000000,100.00000000,693000,658350,647398,9833,93.41962482
742,7.4200,10000000,10000000,100.00000000,742000,704900,692160,9819,93.28301887
792,7.9200,10000000,10000000,100.00000000,792000,752400,737670,9804,93.14015152
841,8.4100,10000000,10000000,100.00000000,841000,798950,782103,9789,92.99678954
891,8.9100,10000000,10000000,100.00000000,891000,846450,827268,9773,92.84713805
940,9.4000,10000000,10000000,100.00000000,940000,893000,871354,9757,92.69723404
990,9.9000,10000000,10000000,100.00000000,990000,940500,916153,9741,92.54070707
1039,10.3900,10000000,10000000,100.00000000,1039000,987050,959871,9724,92.38411935
1089,10.8900,10000000,10000000,100.00000000,1089000,1034550,1004285,9707,92.22084481
1138,11.3800,10000000,10000000,100.00000000,1138000,1081100,1047615,9690,92.05755712
1188,11.8800,10000000,10000000,100.00000000,1188000,1128600,1091624,9672,91.88754209
1237,12.3700,10000000,10000000,100.00000000,1237000,1175150,1134547,9654,91.71762328
1287,12.8700,10000000,10000000,100.00000000,1287000,1222650,1178130,9635,91.54079254
1336,13.3600,10000000,10000000,100.00000000,1336000,1269200,1220626,9617,91.36422156
1386,13.8600,10000000,10000000,100.00000000,1386000,1316700,1263763,9597,91.18059163
1435,14.3500,10000000,10000000,100.00000000,1435000,1363250,1305812,9578,90.99735192
1485,14.8500,10000000,10000000,100.00000000,1485000,1410750,1348484,9558,90.80700337
1534,15.3400,10000000,10000000,100.00000000,1534000,1457300,1390066,9538,90.61707953
1584,15.8400,10000000,10000000,100.00000000,1584000,1504800,1432251,9517,90.41988636
1633,16.3300,10000000,10000000,100.00000000,1633000,1551350,1473347,9497,90.22333129
1683,16.8300,10000000,10000000,100.00000000,1683000,1598850,1515026,9475,90.01937017
1732,17.3200,10000000,10000000,100.00000000,1732000,1645400,1555615,9454,89.81610855
1782,17.8200,10000000,10000000,100.00000000,1782000,1692900,1596768,9432,89.60538721
1831,18.3100,10000000,10000000,100.00000000,1831000,1739450,1636832,9410,89.39552157
1881,18.8100,10000000,10000000,100.00000000,1881000,1786950,1677437,9387,89.17793727
1930,19.3000,10000000,10000000,100.00000000,1930000,1833500,1716955,9364,88.96139896
1980,19.8000,10000000,10000000,100.00000000,1980000,1881000,1756994,9340,88.73707071
2029,20.2900,10000000,10000000,100.00000000,2029000,1927550,1795947,9317,88.51389847
2079,20.7900,10000000,10000000,100.00000000,2079000,1975050,1835398,9292,88.28273208
2128,21.2800,10000000,10000000,100.00000000,2128000,2021600,1873766,9268,88.05291353
2178,21.7800,10000000,10000000,100.00000000,2178000,2069100,1912611,9243,87.81501377
2227,22.2700,10000000,10000000,100.00000000,2227000,2115650,1950373,9218,87.57849124
2277,22.7700,10000000,10000000,100.00000000,2277000,2163150,1988590,9193,87.33377251
2326,23.2600,10000000,10000000,100.00000000,2326000,2209700,2025728,9167,87.09062769
2376,23.7600,10000000,10000000,100.00000000,2376000,2257200,2063298,9140,86.83914141
