util_bps,util_pct,actual_liquidity,hard_wall_reserve,reserve_fullness_pct,raw_out,net_out_after_fee,dampened_out,liquidity_factor_bps,effective_price_pct
2029,20.2900,10000000,10000000,100.00000000,2029000,1927550,1852830,9612,91.31739773
2079,20.7900,10000000,10000000,100.00000000,2079000,1975050,1896558,9602,91.22453102
2128,21.2800,10000000,10000000,100.00000000,2128000,2021600,1939316,9592,91.13327068
2178,21.7800,10000000,10000000,100.00000000,2178000,2069100,1982848,9583,91.03985308
2227,22.2700,10000000,10000000,100.00000000,2227000,2115650,2025413,9573,90.94804670
2277,22.7700,10000000,10000000,100.00000000,2277000,2163150,2068746,9563,90.85401845
2326,23.2600,10000000,10000000,100.00000000,2326000,2209700,2111113,9553,90.76152193
2376,23.7600,10000000,10000000,100.00000000,2376000,2257200,2154242,9543,90.66675084
2425,24.2500,10000000,10000000,100.00000000,2425000,2303750,2196408,9534,90.57352577
2475,24.7500,10000000,10000000,100.00000000,2475000,2351250,2239330,9523,90.47797980
2524,25.2400,10000000,10000000,100.00000000,2524000,2397800,2281290,9514,90.38391442
2574,25.7400,10000000,10000000,100.00000000,2574000,2445300,2323999,9503,90.28745144
2623,26.2300,10000000,10000000,100.00000000,2623000,2491850,2365748,9493,90.19245139
2673,26.7300,10000000,10000000,100.00000000,2673000,2539350,2408239,9483,90.09498691
2722,27.2200,10000000,10000000,100.00000000,2722000,2585900,2449770,9473,89.99889787
2772,27.7200,10000000,10000000,100.00000000,2772000,2633400,2492036,9463,89.90028860
2821,28.2100,10000000,10000000,100.00000000,2821000,2679950,2533343,9452,89.80301312
2871,28.7100,10000000,10000000,100.00000000,2871000,2727450,2575377,9442,89.70313480
2920,29.2000,10000000,10000000,100.00000000,2920000,2774000,2616453,9432,89.60455479
2970,29.7000,10000000,10000000,100.00000000,2970000,2821500,2658246,9421,89.50323232
3019,30.1900,10000000,10000000,100.00000000,3019000,2868050,2699083,9410,89.40321298
3069,30.6900,10000000,10000000,100.00000000,3069000,2915550,2740627,9400,89.30032584
3118,31.1800,10000000,10000000,100.00000000,3118000,2962100,2781215,9389,89.19868505
3168,31.6800,10000000,10000000,100.00000000,3168000,3009600,2822501,9378,89.09409722
3217,32.1700,10000000,10000000,100.00000000,3217000,3056150,2862830,9367,88.99067454
3267,32.6700,10000000,10000000,100.00000000,3267000,3103650,2903846,9356,88.88417508
3316,33.1600,10000000,10000000,100.00000000,3316000,3150200,2943906,9345,88.77882992
3366,33.6600,10000000,10000000,100.00000000,3366000,3197700,2984641,9333,88.67026144
3415,34.1500,10000000,10000000,100.00000000,3415000,3244250,3024419,9322,88.56278184
3465,34.6500,10000000,10000000,100.00000000,3465000,3291750,3064859,9310,88.45191919
3514,35.1400,10000000,10000000,100.00000000,3514000,3338300,3104342,9299,88.34211725
3564,35.6400,10000000,10000000,100.00000000,3564000,3385800,3144475,9287,88.22881594
3613,36.1300,10000000,10000000,100.00000000,3613000,3432350,3183648,9275,88.11646831
3663,36.6300,10000000,10000000,100.00000000,3663000,3479850,3223457,9263,88.00046410
3712,37.1200,10000000,10000000,100.00000000,3712000,3526400,3262305,9251,87.88537177
3762,37.6200,10000000,10000000,100.00000000,3762000,3573900,3301774,9238,87.76645401
3811,38.1100,10000000,10000000,100.00000000,3811000,3620450,3340280,9226,87.64838625
3861,38.6100,10000000,10000000,100.00000000,3861000,3667950,3379390,9213,87.52628853
3910,39.1000,10000000,10000000,100.00000000,3910000,3714500,3417536,9200,87.40501279
3960,39.6000,10000000,10000000,100.00000000,3960000,3762000,3456269,9187,87.27952020
4009,40.0900,10000000,10000000,100.00000000,4009000,3808550,3494034,9174,87.15475181
4059,40.5900,10000000,10000000,100.00000000,4059000,3856050,3532368,9160,87.02557280
4108,41.0800,10000000,10000000,100.00000000,4108000,3902600,3569731,9147,86.89705453
4158,41.5800,10000000,10000000,100.00000000,4158000,3950100,3607643,9133,86.76390091
4207,42.0700,10000000,10000000,100.00000000,4207000,3996650,3644582,9119,86.63137628
4257,42.5700,10000000,10000000,100.00000000,4257000,4044150,3682048,9104,86.49396288
4306,43.0600,10000000,10000000,100.00000000,4306000,4090700,3718536,9090,86.35708314
4356,43.5600,10000000,10000000,100.00000000,4356000,4138200,3755530,9075,86.21510560
4405,44.0500,10000000,10000000,100.00000000,4405000,4184750,3791543,9060,86.07362089
4455,44.5500,10000000,10000000,100.00000000,4455000,4232250,3828036,9044,85.92673401
4504,45.0400,10000000,10000000,100.00000000,4504000,4278800,3863544,9029,85.78028419
4554,45.5400,10000000,10000000,100.00000000,4554000,4326300,3899507,9013,85.62817303
4603,46.0300,10000000,10000000,100.00000000,4603000,4372850,3934479,8997,85.47640669
4653,46.5300,10000000,10000000,100.00000000,4653000,4420350,3969879,8980,85.31869761
4702,47.0200,10000000,10000000,100.00000000,4702000,4466900,4004284,8964,85.16129307
4752,47.5200,10000000,10000000,100.00000000,4752000,4514400,4039088,8947,84.99764310
4801,48.0100,10000000,10000000,100.00000000,4801000,4560950,4072889,8929,84.83418038
4851,48.5100,10000000,10000000,100.00000000,4851000,4608450,4107060,8912,84.66419295
4900,49.0000,10000000,10000000,100.00000000,4900000,4655000,4140222,8894,84.49432653
4950,49.5000,10000000,10000000,100.00000000,4950000,4702500,4173720,8875,84.31757576
4999,49.9900,10000000,10000000,100.00000000,4999000,4749050,4206204,8856,84.14090818
5049,50.4900,10000000,10000000,100.00000000,5049000,4796550,4238988,8837,83.95698158
5098,50.9800,10000000,10000000,100.00000000,5098000,4843100,4270751,8818,83.77306787
5148,51.4800,10000000,10000000,100.00000000,5148000,4890600,4302778,8798,83.58154623
5197,51.9700,10000000,10000000,100.00000000,5197000,4937150,4333777,8777,83.38997499
5247,52.4700,10000000,10000000,100.00000000,5247000,4984650,4365000,8756,83.19039451
5296,52.9600,10000000,10000000,100.00000000,5296000,5031200,4395186,8735,82.99067221
5346,53.4600,10000000,10000000,100.00000000,5346000,5078700,4425556,8713,82.78256640
5395,53.9500,10000000,10000000,100.00000000,5395000,5125250,4454882,8692,82.57427247
5445,54.4500,10000000,10000000,100.00000000,5445000,5172750,4484346,8669,82.35713499
5494,54.9400,10000000,10000000,100.00000000,5494000,5219300,4512758,8646,82.13975246
5544,55.4400,10000000,10000000,100.00000000,5544000,5266800,4541262,8622,81.91309524
5593,55.9300,10000000,10000000,100.00000000,5593000,5313350,4568704,8598,81.68610763
5643,56.4300,10000000,10000000,100.00000000,5643000,5360850,4596190,8573,81.44940634
5692,56.9200,10000000,10000000,100.00000000,5692000,5407400,4622604,8548,81.21229796
5742,57.4200,10000000,10000000,100.00000000,5742000,5454900,4649010,8522,80.96499478
5791,57.9100,10000000,10000000,100.00000000,5791000,5501450,4674335,8496,80.71723364
5841,58.4100,10000000,10000000,100.00000000,5841000,5548950,4699596,8469,80.45875706
5890,58.9000,10000000,10000000,100.00000000,5890000,5595500,4723766,8442,80.19976231
5940,59.4000,10000000,10000000,100.00000000,5940000,5643000,4747815,8413,79.92954545
5989,59.8900,10000000,10000000,100.00000000,5989000,5689550,4770763,8385,79.65875772
6039,60.3900,10000000,10000000,100.00000000,6039000,5737050,4793527,8355,79.37617155
6088,60.8800,10000000,10000000,100.00000000,6088000,5783600,4815180,8325,79.09296978
6138,61.3800,10000000,10000000,100.00000000,6138000,5831100,4836585,8294,78.79740958
6187,61.8700,10000000,10000000,100.00000000,6187000,5877650,4856867,8263,78.50116373
6237,62.3700,10000000,10000000,100.00000000,6237000,5925150,4876834,8230,78.19198333
6286,62.8600,10000000,10000000,100.00000000,6286000,5971700,4895667,8198,77.88207127
6336,63.3600,10000000,10000000,100.00000000,6336000,6019200,4914112,8164,77.55858586
6385,63.8500,10000000,10000000,100.00000000,6385000,6065750,4931412,8129,77.23433046
6435,64.3500,10000000,10000000,100.00000000,6435000,6113250,4948249,8094,76.89586636
6484,64.8400,10000000,10000000,100.00000000,6484000,6159800,4963929,8058,76.55658544
6534,65.3400,10000000,10000000,100.00000000,6534000,6207300,4979067,8021,76.20243343
6583,65.8300,10000000,10000000,100.00000000,6583000,6253850,4993034,7983,75.84739480
6633,66.3300,10000000,10000000,100.00000000,6633000,6301350,5006378,7944,75.47682798
6682,66.8200,10000000,10000000,100.00000000,6682000,6347900,5018539,7905,75.10534271
6732,67.3200,10000000,10000000,100.00000000,6732000,6395400,5029987,7865,74.71757279
6781,67.8100,10000000,10000000,100.00000000,6781000,6441950,5040241,7824,74.32887480
6831,68.3100,10000000,10000000,100.00000000,6831000,6489450,5049691,7781,73.92315913
6880,68.8000,10000000,10000000,100.00000000,6880000,6536000,5057933,7738,73.51646802
6930,69.3000,10000000,10000000,100.00000000,6930000,6583500,5065275,7693,73.09199134
6979,69.7900,10000000,10000000,100.00000000,6979000,6630050,5071396,7649,72.66651383
7029,70.2900,10000000,10000000,100.00000000,7029000,6677550,5076517,7602,72.22246408
7078,70.7800,10000000,10000000,100.00000000,7078000,6724100,5080403,7555,71.77738062
7128,71.2800,10000000,10000000,100.00000000,7128000,6771600,5083183,7506,71.31289282
7177,71.7700,10000000,10000000,100.00000000,7177000,6818150,5084715,7457,70.84735962
7227,72.2700,10000000,10000000,100.00000000,7227000,6865650,5085030,7406,70.36156081
7276,72.7600,10000000,10000000,100.00000000,7276000,6912200,5084084,7355,69.87471138
7326,73.2600,10000000,10000000,100.00000000,7326000,6959700,5081806,7301,69.36672127
7375,73.7500,10000000,10000000,100.00000000,7375000,7006250,5078253,7248,68.85766780
7425,74.2500,10000000,10000000,100.00000000,7425000,7053750,5073247,7192,68.32655892
7474,74.7400,10000000,10000000,100.00000000,7474000,7100300,5066952,7136,67.79438052
7524,75.2400,10000000,10000000,100.00000000,7524000,7147800,5059077,7077,67.23919458
7573,75.7300,10000000,10000000,100.00000000,7573000,7194350,5049901,7019,66.68296580
7623,76.2300,10000000,10000000,100.00000000,7623000,7241850,5039011,6958,66.10272858
7672,76.7200,10000000,10000000,100.00000000,7672000,7288400,5026807,6896,65.52146767
7722,77.2200,10000000,10000000,100.00000000,7722000,7335900,5012752,6833,64.91520332
7771,77.7100,10000000,10000000,100.00000000,7771000,7382450,4997369,6769,64.30792691
7821,78.2100,10000000,10000000,100.00000000,7821000,7429950,4979989,6702,63.67458126
7870,78.7000,10000000,10000000,100.00000000,7870000,7476500,4961269,6635,63.04026684
7920,79.2000,10000000,10000000,100.00000000,7920000,7524000,4940403,6566,62.37882576
7969,79.6900,10000000,10000000,100.00000000,7969000,7570550,4918182,6496,61.71642615
8019,80.1900,10000000,10000000,100.00000000,8019000,7618050,4893658,6423,61.02578875
8068,80.6800,10000000,10000000,100.00000000,8068000,7664600,4867767,6350,60.33424641
8118,81.1800,10000000,10000000,100.00000000,8118000,7712100,4839408,6275,59.61330377
8167,81.6700,10000000,10000000,100.00000000,8167000,7758650,4809670,6199,58.89151463
8217,82.1700,10000000,10000000,100.00000000,8217000,7806150,4777293,6119,58.13913837
8266,82.6600,10000000,10000000,100.00000000,8266000,7852700,4743526,6040,57.38599081
8316,83.1600,10000000,10000000,100.00000000,8316000,7900200,4706941,5958,56.60102213
8365,83.6500,10000000,10000000,100.00000000,8365000,7946750,4668954,5875,55.81534967
8415,84.1500,10000000,10000000,100.00000000,8415000,7994250,4627965,5789,54.99661319
8464,84.6400,10000000,10000000,100.00000000,8464000,8040800,4585562,5702,54.17724480
8514,85.1400,10000000,10000000,100.00000000,8514000,8088300,4539962,5612,53.32349072
8563,85.6300,10000000,10000000,100.00000000,8563000,8134850,4492940,5523,52.46922807
8613,86.1300,10000000,10000000,100.00000000,8613000,8182350,4442520,5429,51.57924068
8662,86.6200,10000000,10000000,100.00000000,8662000,8228900,4390666,5335,50.68882475
8712,87.1200,10000000,10000000,100.00000000,8712000,8276400,4335206,5238,49.76131772
8761,87.6100,10000000,10000000,100.00000000,8761000,8322950,4278303,5140,48.83350074
8811,88.1100,10000000,10000000,100.00000000,8811000,8370450,4217577,5038,47.86717739
8860,88.6000,10000000,10000000,100.00000000,8860000,8417000,4155398,4936,46.90065463
8910,89.1000,10000000,10000000,100.00000000,8910000,8464500,4089171,4830,45.89417508
8959,89.5900,10000000,10000000,100.00000000,8959000,8511050,4021483,4725,44.88763255
9009,90.0900,10000000,10000000,100.00000000,9009000,8558550,3949512,4614,43.83962704
9058,90.5800,10000000,10000000,100.00000000,9058000,8605100,3876074,4504,42.79172003
9108,91.0800,10000000,10000000,100.00000000,9108000,8652600,3798107,4389,41.70077953
9157,91.5700,10000000,10000000,100.00000000,9157000,8699150,3718669,4274,40.61012340
9207,92.0700,10000000,10000000,100.00000000,9207000,8746650,3634449,4155,39.47484523
9256,92.5600,10000000,10000000,100.00000000,9256000,8793200,3548751,4035,38.34000648
9306,93.0600,10000000,10000000,100.00000000,9306000,8840700,3458010,3911,37.15892972
9355,93.5500,10000000,10000000,100.00000000,9355000,8887250,3365787,3787,35.97848210
9405,94.0500,10000000,10000000,100.00000000,9405000,8934750,3268248,3657,34.75011164
9454,94.5400,10000000,10000000,100.00000000,9454000,8981300,3169224,3528,33.52257246
9504,95.0400,10000000,10000000,100.00000000,9504000,9028800,3064602,3394,32.24539141
9553,95.5300,10000000,10000000,100.00000000,9553000,9075350,2958493,3259,30.96925573
9603,96.0300,10000000,10000000,100.00000000,9603000,9122850,2846493,3120,29.64170572
9652,96.5200,10000000,10000000,100.00000000,9652000,9169400,2733006,2980,28.31543722
9702,97.0200,10000000,10000000,100.00000000,9702000,9216900,2613324,2835,26.93593074
9751,97.5100,10000000,10000000,100.00000000,9751000,9263450,2492157,2690,25.55796329
9801,98.0100,10000000,10000000,100.00000000,9801000,9310950,2364479,2539,24.12487501
9850,98.5000,10000000,10000000,100.00000000,9850000,9357500,2235319,2388,22.69359391
9900,99.0000,10000000,10000000,100.00000000,9900000,9405000,2099324,2232,21.20529293
