util_bps,util_pct,actual_liquidity,hard_wall_reserve,reserve_fullness_pct,raw_out,net_out_after_fee,dampened_out,liquidity_factor_bps,effective_price_pct
1485,14.8500,10000000,10000000,100.00000000,1485000,1410750,1380963,9788,92.99414141
1534,15.3400,10000000,10000000,100.00000000,1534000,1457300,1424536,9775,92.86414602
1584,15.8400,10000000,10000000,100.00000000,1584000,1504800,1468801,9760,92.72733586
1633,16.3300,10000000,10000000,100.00000000,1633000,1551350,1511980,9746,92.58909982
1683,16.8300,10000000,10000000,100.00000000,1683000,1598850,1555830,9730,92.44385027
1732,17.3200,10000000,10000000,100.00000000,1732000,1645400,1598591,9715,92.29740185
1782,17.8200,10000000,10000000,100.00000000,1782000,1692900,1642002,9699,92.14377104
1831,18.3100,10000000,10000000,100.00000000,1831000,1739450,1684320,9683,91.98907701
1881,18.8100,10000000,10000000,100.00000000,1881000,1786950,1727266,9666,91.82700691
1930,19.3000,10000000,10000000,100.00000000,1930000,1833500,1769117,9648,91.66409326
1980,19.8000,10000000,10000000,100.00000000,1980000,1881000,1811574,9630,91.49363636
2029,20.2900,10000000,10000000,100.00000000,2029000,1927550,1852933,9612,91.32247413
2079,20.7900,10000000,10000000,100.00000000,2079000,1975050,1894876,9594,91.14362674
2128,21.2800,10000000,10000000,100.00000000,2128000,2021600,1935719,9575,90.96423872
2178,21.7800,10000000,10000000,100.00000000,2178000,2069100,1977122,9555,90.77695133
2227,22.2700,10000000,10000000,100.00000000,2227000,2115650,2017425,9535,90.58935788
2277,22.7700,10000000,10000000,100.00000000,2277000,2163150,2058264,9515,90.39367589
2326,23.2600,10000000,10000000,100.00000000,2326000,2209700,2098001,9494,90.19780739
2376,23.7600,10000000,10000000,100.00000000,2376000,2257200,2138251,9473,89.99372896
2425,24.2500,10000000,10000000,100.00000000,2425000,2303750,2177399,9451,89.78964948
2475,24.7500,10000000,10000000,100.00000000,2475000,2351250,2217035,9429,89.57717172
2524,25.2400,10000000,10000000,100.00000000,2524000,2397800,2255568,9406,89.36481775
2574,25.7400,10000000,10000000,100.00000000,2574000,2445300,2294566,9383,89.14397824
2623,26.2300,10000000,10000000,100.00000000,2623000,2491850,2332461,9360,88.92340831
2673,26.7300,10000000,10000000,100.00000000,2673000,2539350,2370794,9336,88.69412645
2722,27.2200,10000000,10000000,100.00000000,2722000,2585900,2408026,9312,88.46531962
2772,27.7200,10000000,10000000,100.00000000,2772000,2633400,2445670,9287,88.22763348
2821,28.2100,10000000,10000000,100.00000000,2821000,2679950,2482215,9262,87.99060617
2871,28.7100,10000000,10000000,100.00000000,2871000,2727450,2519145,9236,87.74451411
2920,29.2000,10000000,10000000,100.00000000,2920000,2774000,2554978,9210,87.49924658
2970,29.7000,10000000,10000000,100.00000000,2970000,2821500,2591169,9183,87.24474747
3019,30.1900,10000000,10000000,100.00000000,3019000,2868050,2626265,9156,86.99122226
3069,30.6900,10000000,10000000,100.00000000,3069000,2915550,2661693,9129,86.72834800
3118,31.1800,10000000,10000000,100.00000000,3118000,2962100,2696029,9101,86.46661321
3168,31.6800,10000000,10000000,100.00000000,3168000,3009600,2730668,9073,86.19532828
3217,32.1700,10000000,10000000,100.00000000,3217000,3056150,2764218,9044,85.92533416
3267,32.6700,10000000,10000000,100.00000000,3267000,3103650,2798043,9015,85.64563820
3316,33.1600,10000000,10000000,100.00000000,3316000,3150200,2830784,8986,85.36743064
3366,33.6600,10000000,10000000,100.00000000,3366000,3197700,2863770,8955,85.07932264
3415,34.1500,10000000,10000000,100.00000000,3415000,3244250,2895677,8925,84.79288433
3465,34.6500,10000000,10000000,100.00000000,3465000,3291750,2927799,8894,84.49636364
3514,35.1400,10000000,10000000,100.00000000,3514000,3338300,2958847,8863,84.20167900
3564,35.6400,10000000,10000000,100.00000000,3564000,3385800,2990081,8831,83.89677329
3613,36.1300,10000000,10000000,100.00000000,3613000,3432350,3020246,8799,83.59385552
3663,36.6300,10000000,10000000,100.00000000,3663000,3479850,3050567,8766,83.28056238
3712,37.1200,10000000,10000000,100.00000000,3712000,3526400,3079824,8733,82.96939655
3762,37.6200,10000000,10000000,100.00000000,3762000,3573900,3109206,8699,82.64768740
3811,38.1100,10000000,10000000,100.00000000,3811000,3620450,3137531,8666,82.32828654
3861,38.6100,10000000,10000000,100.00000000,3861000,3667950,3165950,8631,81.99818700
3910,39.1000,10000000,10000000,100.00000000,3910000,3714500,3193319,8596,81.67056266
3960,39.6000,10000000,10000000,100.00000000,3960000,3762000,3220749,8561,81.33204545
4009,40.0900,10000000,10000000,100.00000000,4009000,3808550,3247137,8525,80.99618359
4059,40.5900,10000000,10000000,100.00000000,4059000,3856050,3273553,8489,80.64924858
4108,41.0800,10000000,10000000,100.00000000,4108000,3902600,3298936,8453,80.30516066
4158,41.5800,10000000,10000000,100.00000000,4158000,3950100,3324314,8415,79.94983165
4207,42.0700,10000000,10000000,100.00000000,4207000,3996650,3348667,8378,79.59750416
4257,42.5700,10000000,10000000,100.00000000,4257000,4044150,3372982,8340,79.23377966
4306,43.0600,10000000,10000000,100.00000000,4306000,4090700,3396280,8302,78.87320019
4356,43.5600,10000000,10000000,100.00000000,4356000,4138200,3419507,8263,78.50107897
4405,44.0500,10000000,10000000,100.00000000,4405000,4184750,3441727,8224,78.13228150
4455,44.5500,10000000,10000000,100.00000000,4455000,4232250,3463840,8184,77.75173962
4504,45.0400,10000000,10000000,100.00000000,4504000,4278800,3484957,8144,77.37471137
4554,45.5400,10000000,10000000,100.00000000,4554000,4326300,3505932,8103,76.98577075
4603,46.0300,10000000,10000000,100.00000000,4603000,4372850,3525921,8063,76.60049967
4653,46.5300,10000000,10000000,100.00000000,4653000,4420350,3545733,8021,76.20315925
4702,47.0200,10000000,10000000,100.00000000,4702000,4466900,3564570,7979,75.80965547
4752,47.5200,10000000,10000000,100.00000000,4752000,4514400,3583194,7937,75.40391414
4801,48.0100,10000000,10000000,100.00000000,4801000,4560950,3600854,7894,75.00216622
4851,48.5100,10000000,10000000,100.00000000,4851000,4608450,3618265,7851,74.58802309
4900,49.0000,10000000,10000000,100.00000000,4900000,4655000,3634724,7808,74.17804082
4950,49.5000,10000000,10000000,100.00000000,4950000,4702500,3650897,7763,73.75549495
4999,49.9900,10000000,10000000,100.00000000,4999000,4749050,3666131,7719,73.33728746
5049,50.4900,10000000,10000000,100.00000000,5049000,4796550,3681041,7674,72.90633789
5098,50.9800,10000000,10000000,100.00000000,5098000,4843100,3695025,7629,72.47989408
5148,51.4800,10000000,10000000,100.00000000,5148000,4890600,3708647,7583,72.04054002
5197,51.9700,10000000,10000000,100.00000000,5197000,4937150,3721356,7537,71.60584953
5247,52.4700,10000000,10000000,100.00000000,5247000,4984650,3733665,7490,71.15809034
5296,52.9600,10000000,10000000,100.00000000,5296000,5031200,3745076,7443,70.71518127
5346,53.4600,10000000,10000000,100.00000000,5346000,5078700,3756047,7395,70.25901609
5395,53.9500,10000000,10000000,100.00000000,5395000,5125250,3766134,7348,69.80785913
5445,54.4500,10000000,10000000,100.00000000,5445000,5172750,3775743,7299,69.34330579
5494,54.9400,10000000,10000000,100.00000000,5494000,5219300,3784482,7250,68.88390972
5544,55.4400,10000000,10000000,100.00000000,5544000,5266800,3792703,7201,68.41094877
5593,55.9300,10000000,10000000,100.00000000,5593000,5313350,3800070,7151,67.94332201
5643,56.4300,10000000,10000000,100.00000000,5643000,5360850,3806878,7101,67.46195286
5692,56.9200,10000000,10000000,100.00000000,5692000,5407400,3812848,7051,66.98608573
5742,57.4200,10000000,10000000,100.00000000,5742000,5454900,3818219,6999,66.49632532
5791,57.9100,10000000,10000000,100.00000000,5791000,5501450,3822768,6948,66.01222587
5841,58.4100,10000000,10000000,100.00000000,5841000,5548950,3826676,6896,65.51405581
5890,58.9000,10000000,10000000,100.00000000,5890000,5595500,3829779,6844,65.02171477
5940,59.4000,10000000,10000000,100.00000000,5940000,5643000,3832199,6791,64.51513468
5989,59.8900,10000000,10000000,100.00000000,5989000,5689550,3833833,6738,64.01457672
6039,60.3900,10000000,10000000,100.00000000,6039000,5737050,3834741,6684,63.49960258
6088,60.8800,10000000,10000000,100.00000000,6088000,5783600,3834880,6630,62.99080158
6138,61.3800,10000000,10000000,100.00000000,6138000,5831100,3834250,6575,62.46741610
6187,61.8700,10000000,10000000,100.00000000,6187000,5877650,3832870,6521,61.95037983
6237,62.3700,10000000,10000000,100.00000000,6237000,5925150,3830677,6465,61.41858265
6286,62.8600,10000000,10000000,100.00000000,6286000,5971700,3827754,6409,60.89331849
6336,63.3600,10000000,10000000,100.00000000,6336000,6019200,3823974,6352,60.35312500
6385,63.8500,10000000,10000000,100.00000000,6385000,6065750,3819483,6296,59.81962412
6435,64.3500,10000000,10000000,100.00000000,6435000,6113250,3814091,6239,59.27103341
6484,64.8400,10000000,10000000,100.00000000,6484000,6159800,3808007,6182,58.72928748
6534,65.3400,10000000,10000000,100.00000000,6534000,6207300,3800978,6123,58.17229875
6583,65.8300,10000000,10000000,100.00000000,6583000,6253850,3793277,6065,57.62231505
6633,66.3300,10000000,10000000,100.00000000,6633000,6301350,3784585,6005,57.05691241
6682,66.8200,10000000,10000000,100.00000000,6682000,6347900,3775244,5947,56.49871296
6732,67.3200,10000000,10000000,100.00000000,6732000,6395400,3764865,5886,55.92491087
6781,67.8100,10000000,10000000,100.00000000,6781000,6441950,3753857,5827,55.35845745
6831,68.3100,10000000,10000000,100.00000000,6831000,6489450,3741766,5765,54.77625531
6880,68.8000,10000000,10000000,100.00000000,6880000,6536000,3729068,5705,54.20156977
6930,69.3000,10000000,10000000,100.00000000,6930000,6583500,3715240,5643,53.61096681
6979,69.7900,10000000,10000000,100.00000000,6979000,6630050,3700828,5581,53.02805560
7029,70.2900,10000000,10000000,100.00000000,7029000,6677550,3685237,5518,52.42903685
7078,70.7800,10000000,10000000,100.00000000,7078000,6724100,3669086,5456,51.83789206
7128,71.2800,10000000,10000000,100.00000000,7128000,6771600,3651708,5392,51.23047138
7177,71.7700,10000000,10000000,100.00000000,7177000,6818150,3633793,5329,50.63108541
7227,72.2700,10000000,10000000,100.00000000,7227000,6865650,3614603,5264,50.01526221
7276,72.7600,10000000,10000000,100.00000000,7276000,6912200,3594900,5200,49.40764156
7326,73.2600,10000000,10000000,100.00000000,7326000,6959700,3573874,5135,48.78342888
7375,73.7500,10000000,10000000,100.00000000,7375000,7006250,3552358,5070,48.16756610
7425,74.2500,10000000,10000000,100.00000000,7425000,7053750,3529470,5003,47.53494949
7474,74.7400,10000000,10000000,100.00000000,7474000,7100300,3506117,4937,46.91085095
7524,75.2400,10000000,10000000,100.00000000,7524000,7147800,3481342,4870,46.26982988
7573,75.7300,10000000,10000000,100.00000000,7573000,7194350,3456128,4803,45.63750165
7623,76.2300,10000000,10000000,100.00000000,7623000,7241850,3429440,4735,44.98806244
7672,76.7200,10000000,10000000,100.00000000,7672000,7288400,3402341,4668,44.34751043
7722,77.2200,10000000,10000000,100.00000000,7722000,7335900,3373716,4598,43.68966589
7771,77.7100,10000000,10000000,100.00000000,7771000,7382450,3344707,4530,43.04088277
7821,78.2100,10000000,10000000,100.00000000,7821000,7429950,3314120,4460,42.37463240
7870,78.7000,10000000,10000000,100.00000000,7870000,7476500,3283176,4391,41.71761118
7920,79.2000,10000000,10000000,100.00000000,7920000,7524000,3250603,4320,41.04296717
7969,79.6900,10000000,10000000,100.00000000,7969000,7570550,3217699,4250,40.37770109
8019,80.1900,10000000,10000000,100.00000000,8019000,7618050,3183115,4178,39.69466268
8068,80.6800,10000000,10000000,100.00000000,8068000,7664600,3148227,4107,39.02115766
8118,81.1800,10000000,10000000,100.00000000,8118000,7712100,3111606,4034,38.32971175
8167,81.6700,10000000,10000000,100.00000000,8167000,7758650,3074710,3962,37.64797355
8217,82.1700,10000000,10000000,100.00000000,8217000,7806150,3036027,3889,36.94811975
8266,82.6600,10000000,10000000,100.00000000,8266000,7852700,2997099,3816,36.25815388
8316,83.1600,10000000,10000000,100.00000000,8316000,7900200,2956330,3742,35.54990380
8365,83.6500,10000000,10000000,100.00000000,8365000,7946750,2915344,3668,34.85169157
8415,84.1500,10000000,10000000,100.00000000,8415000,7994250,2872463,3593,34.13503268
8464,84.6400,10000000,10000000,100.00000000,8464000,8040800,2829396,3518,33.42859168
8514,85.1400,10000000,10000000,100.00000000,8514000,8088300,2784379,3442,32.70353535
8563,85.6300,10000000,10000000,100.00000000,8563000,8134850,2739206,3367,31.98885904
8613,86.1300,10000000,10000000,100.00000000,8613000,8182350,2692027,3290,31.25539301
8662,86.6200,10000000,10000000,100.00000000,8662000,8228900,2644724,3213,30.53248672
8712,87.1200,10000000,10000000,100.00000000,8712000,8276400,2595359,3135,29.79062213
8761,87.6100,10000000,10000000,100.00000000,8761000,8322950,2545900,3058,29.05946810
8811,88.1100,10000000,10000000,100.00000000,8811000,8370450,2494324,2979,28.30920440
8860,88.6000,10000000,10000000,100.00000000,8860000,8417000,2442686,2902,27.56981941
8910,89.1000,10000000,10000000,100.00000000,8910000,8464500,2388873,2822,26.81114478
8959,89.5900,10000000,10000000,100.00000000,8959000,8511050,2335032,2743,26.06353388
9009,90.0900,10000000,10000000,100.00000000,9009000,8558550,2278958,2662,25.29645910
9058,90.5800,10000000,10000000,100.00000000,9058000,8605100,2222888,2583,24.54060499
9108,91.0800,10000000,10000000,100.00000000,9108000,8652600,2164528,2501,23.76512956
9157,91.5700,10000000,10000000,100.00000000,9157000,8699150,2106205,2421,23.00103746
9207,92.0700,10000000,10000000,100.00000000,9207000,8746650,2045534,2338,22.21716086
9256,92.5600,10000000,10000000,100.00000000,9256000,8793200,1984934,2257,21.44483578
9306,93.0600,10000000,10000000,100.00000000,9306000,8840700,1921926,2173,20.65254674
9355,93.5500,10000000,10000000,100.00000000,9355000,8887250,1859025,2091,19.87199359
9405,94.0500,10000000,10000000,100.00000000,9405000,8934750,1793656,2007,19.07130250
9454,94.5400,10000000,10000000,100.00000000,9454000,8981300,1728429,1924,18.28251534
9504,95.0400,10000000,10000000,100.00000000,9504000,9028800,1660674,1839,17.47342172
9553,95.5300,10000000,10000000,100.00000000,9553000,9075350,1593096,1755,16.67639485
9603,96.0300,10000000,10000000,100.00000000,9603000,9122850,1522930,1669,15.85889826
9652,96.5200,10000000,10000000,100.00000000,9652000,9169400,1452977,1584,15.05363655
9702,97.0200,10000000,10000000,100.00000000,9702000,9216900,1380376,1497,14.22774686
9751,97.5100,10000000,10000000,100.00000000,9751000,9263450,1308023,1412,13.41424469
9801,98.0100,10000000,10000000,100.00000000,9801000,9310950,1232960,1324,12.57994082
9850,98.5000,10000000,10000000,100.00000000,9850000,9357500,1158184,1237,11.75821320
9900,99.0000,10000000,10000000,100.00000000,9900000,9405000,1080635,1149,10.91550505
