util_bps,util_pct,actual_liquidity,hard_wall_reserve,reserve_fullness_pct,raw_out,net_out_after_fee,dampened_out,liquidity_factor_bps,effective_price_pct
6088,60.8800,10000000,10000000,100.00000000,6088000,5783600,3778464,6533,62.06412615
6138,61.3800,10000000,10000000,100.00000000,6138000,5831100,3777550,6478,61.54366243
6187,61.8700,10000000,10000000,100.00000000,6187000,5877650,3775904,6424,61.02964280
6237,62.3700,10000000,10000000,100.00000000,6237000,5925150,3773455,6368,60.50112233
6286,62.8600,10000000,10000000,100.00000000,6286000,5971700,3770293,6313,59.97920776
6336,63.3600,10000000,10000000,100.00000000,6336000,6019200,3766283,6257,59.44259785
6385,63.8500,10000000,10000000,100.00000000,6385000,6065750,3761581,6201,58.91277995
6435,64.3500,10000000,10000000,100.00000000,6435000,6113250,3755989,6144,58.36812743
6484,64.8400,10000000,10000000,100.00000000,6484000,6159800,3749724,6087,57.83041333
6534,65.3400,10000000,10000000,100.00000000,6534000,6207300,3742524,6029,57.27768595
6583,65.8300,10000000,10000000,100.00000000,6583000,6253850,3734672,5971,56.73206745
6633,66.3300,10000000,10000000,100.00000000,6633000,6301350,3725841,5912,56.17127996
6682,66.8200,10000000,10000000,100.00000000,6682000,6347900,3716378,5854,55.61774918
6732,67.3200,10000000,10000000,100.00000000,6732000,6395400,3705892,5794,55.04890077
6781,67.8100,10000000,10000000,100.00000000,6781000,6441950,3694795,5735,54.48746498
6831,68.3100,10000000,10000000,100.00000000,6831000,6489450,3682630,5674,53.91055482
6880,68.8000,10000000,10000000,100.00000000,6880000,6536000,3669876,5614,53.34122093
6930,69.3000,10000000,10000000,100.00000000,6930000,6583500,3656008,5553,52.75624820
6979,69.7900,10000000,10000000,100.00000000,6979000,6630050,3641574,5492,52.17902278
7029,70.2900,10000000,10000000,100.00000000,7029000,6677550,3625978,5430,51.58597240
7078,70.7800,10000000,10000000,100.00000000,7078000,6724100,3609840,5368,51.00084770
7128,71.2800,10000000,10000000,100.00000000,7128000,6771600,3592493,5305,50.39973345
7177,71.7700,10000000,10000000,100.00000000,7177000,6818150,3574627,5242,49.80670196
7227,72.2700,10000000,10000000,100.00000000,7227000,6865650,3555506,5178,49.19753701
7276,72.7600,10000000,10000000,100.00000000,7276000,6912200,3535888,5115,48.59659153
7326,73.2600,10000000,10000000,100.00000000,7326000,6959700,3514968,5050,47.97936118
7375,73.7500,10000000,10000000,100.00000000,7375000,7006250,3493576,4986,47.37052203
7425,74.2500,10000000,10000000,100.00000000,7425000,7053750,3470833,4920,46.74522559
7474,74.7400,10000000,10000000,100.00000000,7474000,7100300,3447643,4855,46.12848542
7524,75.2400,10000000,10000000,100.00000000,7524000,7147800,3423053,4788,45.49512228
7573,75.7300,10000000,10000000,100.00000000,7573000,7194350,3398041,4723,44.87047405
7623,76.2300,10000000,10000000,100.00000000,7623000,7241850,3371581,4655,44.22905680
7672,76.7200,10000000,10000000,100.00000000,7672000,7288400,3344724,4589,43.59650678
7722,77.2200,10000000,10000000,100.00000000,7722000,7335900,3316369,4520,42.94702150
7771,77.7100,10000000,10000000,100.00000000,7771000,7382450,3287643,4453,42.30656286
7821,78.2100,10000000,10000000,100.00000000,7821000,7429950,3257370,4384,41.64902186
7870,78.7000,10000000,10000000,100.00000000,7870000,7476500,3226752,4315,41.00066074
7920,79.2000,10000000,10000000,100.00000000,7920000,7524000,3194536,4245,40.33505051
7969,79.6900,10000000,10000000,100.00000000,7969000,7570550,3162003,4176,39.67879282
8019,80.1900,10000000,10000000,100.00000000,8019000,7618050,3127820,4105,39.00511286
8068,80.6800,10000000,10000000,100.00000000,8068000,7664600,3093349,4035,38.34096430
8118,81.1800,10000000,10000000,100.00000000,8118000,7712100,3057175,3964,37.65921409
8167,81.6700,10000000,10000000,100.00000000,8167000,7758650,3020741,3893,36.98715563
8217,82.1700,10000000,10000000,100.00000000,8217000,7806150,2982553,3820,36.29734696
8266,82.6600,10000000,10000000,100.00000000,8266000,7852700,2944134,3749,35.61739656
8316,83.1600,10000000,10000000,100.00000000,8316000,7900200,2903907,3675,34.91951659
8365,83.6500,10000000,10000000,100.00000000,8365000,7946750,2863478,3603,34.23165571
8415,84.1500,10000000,10000000,100.00000000,8415000,7994250,2821190,3529,33.52572787
8464,84.6400,10000000,10000000,100.00000000,8464000,8040800,2778728,3455,32.82996219
8514,85.1400,10000000,10000000,100.00000000,8514000,8088300,2734353,3380,32.11596195
8563,85.6300,10000000,10000000,100.00000000,8563000,8134850,2689835,3306,31.41229709
8613,86.1300,10000000,10000000,100.00000000,8613000,8182350,2643350,3230,30.69023569
8662,86.6200,10000000,10000000,100.00000000,8662000,8228900,2596752,3155,29.97866544
8712,87.1200,10000000,10000000,100.00000000,8712000,8276400,2548133,3078,29.24854224
8761,87.6100,10000000,10000000,100.00000000,8761000,8322950,2499432,3003,28.52907202
8811,88.1100,10000000,10000000,100.00000000,8811000,8370450,2448654,2925,27.79087504
8860,88.6000,10000000,10000000,100.00000000,8860000,8417000,2397827,2848,27.06351016
8910,89.1000,10000000,10000000,100.00000000,8910000,8464500,2344867,2770,26.31725028
8959,89.5900,10000000,10000000,100.00000000,8959000,8511050,2291889,2692,25.58197343
9009,90.0900,10000000,10000000,100.00000000,9009000,8558550,2236724,2613,24.82766123
9058,90.5800,10000000,10000000,100.00000000,9058000,8605100,2181572,2535,24.08447781
9108,91.0800,10000000,10000000,100.00000000,9108000,8652600,2124177,2454,23.32210145
9157,91.5700,10000000,10000000,100.00000000,9157000,8699150,2066828,2375,22.57101671
9207,92.0700,10000000,10000000,100.00000000,9207000,8746650,2007179,2294,21.80057565
9256,92.5600,10000000,10000000,100.00000000,9256000,8793200,1947610,2214,21.04159464
9306,93.0600,10000000,10000000,100.00000000,9306000,8840700,1885683,2132,20.26308833
9355,93.5500,10000000,10000000,100.00000000,9355000,8887250,1823870,2052,19.49620524
9405,94.0500,10000000,10000000,100.00000000,9405000,8934750,1759641,1969,18.70963317
9454,94.5400,10000000,10000000,100.00000000,9454000,8981300,1695560,1887,17.93484239
9504,95.0400,10000000,10000000,100.00000000,9504000,9028800,1629006,1804,17.14021465
9553,95.5300,10000000,10000000,100.00000000,9553000,9075350,1562634,1721,16.35752120
9603,96.0300,10000000,10000000,100.00000000,9603000,9122850,1493730,1637,15.55482662
9652,96.5200,10000000,10000000,100.00000000,9652000,9169400,1425043,1554,14.76422503
9702,97.0200,10000000,10000000,100.00000000,9702000,9216900,1353765,1468,13.95346320
9751,97.5100,10000000,10000000,100.00000000,9751000,9263450,1282741,1384,13.15496872
9801,98.0100,10000000,10000000,100.00000000,9801000,9310950,1209066,1298,12.33614937
9850,98.5000,10000000,10000000,100.00000000,9850000,9357500,1135680,1213,11.52974619
9900,99.0000,10000000,10000000,100.00000000,9900000,9405000,1059583,1126,10.70285859
